,Unnamed: 0,question,image,choices,unit,precision,answer,question_type,answer_type,pid,metadata,query,origin_question,response,extraction,match,task
578,578,What is the highest value in black line chart ?,images/209.jpg,,,1.0,28.3,free_form,float,209,"{'split': 'testmini', 'language': 'english', 'img_width': 800, 'img_height': 557, 'source': 'ChartQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'line plot', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What is the highest value in black line chart ?",What is the highest value in black line chart ?,"Step 1: Observe the black line chart in the provided image.
Step 2: Identify the highest point on the black line chart.
Step 3: The highest point on the black line chart corresponds to the year 2018 and has a value of 29.29.

†Answer: 29.29",Answer: 29.29,1,figure question answering
579,579,How many people in the image were born after the end of World War II?,images/210.jpg,,,,0,free_form,integer,210,"{'split': 'testmini', 'language': 'english', 'img_width': 493, 'img_height': 370, 'source': 'KVQA', 'category': 'general-vqa', 'task': 'visual question answering', 'context': 'natural image', 'grade': 'not applicable', 'skills': ['numeric commonsense', 'arithmetic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:How many people in the image were born after the end of World War II?",How many people in the image were born after the end of World War II?,"StepStep 1: Observe the image carefully. There are three people in the image.

Step 2: Note that the image is a black and white photograph, but the quality and style suggest it is from the mid-20th century.

Step 3: Consider that the photograph was likely taken sometime after the end of World War II, which ended in 1945.

Step 4: Since the photograph is from the mid-20th century, and the photograph was likely taken after the end of World War II, it is reasonable to conclude that all three people in the image were born after the end of World War II.

†Answer: 3",Answer: 3,1,visual question answering
580,580,How many algorithms have accuracies higher than 2?,images/211.jpg,,,,6,free_form,integer,211,"{'split': 'testmini', 'language': 'english', 'img_width': 448, 'img_height': 448, 'source': 'DVQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:How many algorithms have accuracies higher than 2?",How many algorithms have accuracies higher than 2?,"StepStep 1: Examine the bar chart provided, focusing on the x-axis representing ""Accuracy"" and the y-axis showing different algorithms.

Step 2: Identify the algorithms with accuracy values greater than 2.  These are ""screen"", ""head"", and ""poison"".

Step 3: Count the number of algorithms identified in Step 2. There are 3 algorithms.

†Answer: 3",Answer: 3,1,figure question answering
581,581,"Is Cornflower the minimum?
Choices:
(A) yes
(B) no",images/212.jpg,"['yes', 'no']",,,yes,multi_choice,text,212,"{'split': 'testmini', 'language': 'english', 'img_width': 403, 'img_height': 400, 'source': 'FigureQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:Is Cornflower the minimum?
Choices:
(A) yes
(B) no",Is Cornflower the minimum?,"Step 1: Observe the bar chart provided.
Step 2: Identify the bar representing ""Cornflower"".
Step 3: Compare the length of the ""Cornflower"" bar to the length of the ""Medium Blue"" bar.
Step 4: The ""Cornflower"" bar is shorter than the ""Medium Blue"" bar.
Step 5: A shorter bar indicates a smaller value.
Step 6: Therefore, Cornflower represents the minimum value.

†Answer: A",Answer: A,0,figure question answering
582,582,In which year there was lowest per capita real gross domestic product of ohio?,images/213.jpg,,,,2001,free_form,integer,213,"{'split': 'testmini', 'language': 'english', 'img_width': 800, 'img_height': 557, 'source': 'ChartQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'line plot', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:In which year there was lowest per capita real gross domestic product of ohio?",In which year there was lowest per capita real gross domestic product of ohio?,"StepStep 1: Observe the provided graph, which displays the per capita real gross domestic product (GDP) of Ohio over the years 2000-2019.

Step 2: Identify the lowest point on the graph.  The lowest point represents the year with the lowest per capita real GDP.

Step 3: The lowest point on the graph is at 44,069, corresponding to the year 2002.

†Answer: 2002",Answer: 2002,1,figure question answering
583,583,"In how many years, is the percentage of amount earned from merchandise imports in Canada greater than the average percentage of amount earned from merchandise imports in Canada taken over all years ?",images/214.jpg,,,,2,free_form,integer,214,"{'split': 'testmini', 'language': 'english', 'img_width': 1109, 'img_height': 700, 'source': 'PlotQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'scatter plot', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:In how many years, is the percentage of amount earned from merchandise imports in Canada greater than the average percentage of amount earned from merchandise imports in Canada taken over all years ?","In how many years, is the percentage of amount earned from merchandise imports in Canada greater than the average percentage of amount earned from merchandise imports in Canada taken over all years ?","Step 1: Calculate the average percentage of amount earned from merchandise imports in Canada over all years.
The percentages are approximately 0.2, 0.2, 0.2, and 0.2.  The average is (0.2 + 0.2 + 0.2 + 0.2) / 4 = 0.2

Step 2: Identify the years where the percentage of amount earned from merchandise imports in Canada is greater than 0.2.
In the graph, the percentage for Canada is greater than 0.2 in the years 2007 and 2008.

Step 3: Count the number of years.
There are 2 years where the percentage is greater than 0.2.

†Answer: 2",Answer: 2,0,figure question answering
584,584,Layla went on a camping trip and logged the number of miles she hiked each day. What is the range of the numbers?',images/215.jpg,,,,8,free_form,integer,215,"{'split': 'testmini', 'language': 'english', 'img_width': 212, 'img_height': 249, 'source': 'TabMWP', 'category': 'math-targeted-vqa', 'task': 'math word problem', 'context': 'table', 'grade': 'high school', 'skills': ['arithmetic reasoning', 'statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:Layla went on a camping trip and logged the number of miles she hiked each day. What is the range of the numbers?'",Layla went on a camping trip and logged the number of miles she hiked each day. What is the range of the numbers?',"Step 1: Identify the highest and lowest number of miles hiked. From the table, the highest number of miles hiked is 10 (on Monday), and the lowest is 2 (on Tuesday).

Step 2: Calculate the range. The range is the difference between the highest and lowest values.  Subtract the lowest value from the highest value: 10 - 2 = 8.

†Answer: 8",Answer: 8,0,math word problem
585,585,What percentage of people like the most preferred object in the whole chart?,images/216.jpg,,,,90,free_form,integer,216,"{'split': 'testmini', 'language': 'english', 'img_width': 448, 'img_height': 448, 'source': 'DVQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What percentage of people like the most preferred object in the whole chart?",What percentage of people like the most preferred object in the whole chart?,"Step 1: Observe the bar chart provided. The chart displays the most preferred objects across different categories (lake, split, burden, pen).  Each category shows the percentage of people who prefer either ""dawn"" or ""neve"".

Step 2: Identify the highest bar in the chart. The highest bar represents the most preferred object across all categories.  In this case, the highest bar is for the ""neve"" category in the ""lake"" category.

Step 3: Determine the percentage corresponding to the highest bar. The height of the highest bar reaches 90 on the y-axis (Percent of People).

†Answer: 90",Answer: 90,0,figure question answering
586,586,What is the degree of this function?,images/217.jpg,,,,2,free_form,integer,217,"{'split': 'testmini', 'language': 'english', 'img_width': 304, 'img_height': 202, 'source': 'FunctionQA', 'category': 'math-targeted-vqa', 'task': 'textbook question answering', 'context': 'function plot', 'grade': 'college', 'skills': ['algebraic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What is the degree of this function?",What is the degree of this function?,"Step 1: Observe the graph. The graph shows a parabola, which is a U-shaped curve.

Step 2: Identify the type of function. A parabola represents a quadratic function.

Step 3: Determine the degree of the function. Quadratic functions are second-degree polynomials.

†Answer: 2",Answer: 2,0,textbook question answering
587,587,Subtract all large red rubber blocks. Subtract all tiny red matte objects. How many objects are left?,images/218.jpg,,,,2,free_form,integer,218,"{'split': 'testmini', 'language': 'english', 'img_width': 320, 'img_height': 240, 'source': 'CLEVR-Math', 'category': 'math-targeted-vqa', 'task': 'math word problem', 'context': 'synthetic scene', 'grade': 'elementary school', 'skills': ['arithmetic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:Subtract all large red rubber blocks. Subtract all tiny red matte objects. How many objects are left?",Subtract all large red rubber blocks. Subtract all tiny red matte objects. How many objects are left?,"StepStep 1: Identify the large red rubber blocks. There is one large red cube in the image.

Step 2: Subtract the large red rubber block.  This leaves a yellow cube and a small red cube.

Step 3: Identify the tiny red matte objects. There is one small red cube.

Step 4: Subtract the tiny red matte object. This leaves only the yellow cube.

Step 5: Count the remaining objects. There is 1 object left.

†Answer: 1",Answer: 1,1,math word problem
588,588,What is the value of the smallest bar?,images/219.jpg,,,,1,free_form,integer,219,"{'split': 'testmini', 'language': 'english', 'img_width': 448, 'img_height': 448, 'source': 'DVQA', 'category': 'general-vqa', 'task': 'figure question answering', 'context': 'bar chart', 'grade': 'not applicable', 'skills': ['statistical reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:What is the value of the smallest bar?",What is the value of the smallest bar?,"Step 1: Observe the bar chart provided.
Step 2: Identify the smallest bar in the chart. The smallest bar corresponds to the category ""twist"".
Step 3: Determine the value associated with the smallest bar. The value is 1.

†Answer: 1",Answer: 1,0,figure question answering
589,589,"As shown in the figure, ⊙O is the circumscribed circle of the quadrilateral ABCD, if ∠O = 110.0, then the degree of ∠C is ()
Choices:
(A) 125°
(B) 120°
(C) 105°
(D) 90°",images/220.jpg,"['125°', '120°', '105°', '90°']",,,125°,multi_choice,text,220,"{'split': 'testmini', 'language': 'english', 'img_width': 124, 'img_height': 128, 'source': 'UniGeo', 'category': 'math-targeted-vqa', 'task': 'geometry problem solving', 'context': 'geometry diagram', 'grade': 'high school', 'skills': ['geometry reasoning', 'algebraic reasoning']}","You are given a problem with image, please solve the problem step by step. 
Question:As shown in the figure, ⊙O is the circumscribed circle of the quadrilateral ABCD, if ∠O = 110.0, then the degree of ∠C is ()
Choices:
(A) 125°
(B) 120°
(C) 105°
(D) 90°","As shown in the figure, ⊙O is the circumscribed circle of the quadrilateral ABCD, if ∠O = 110.0, then the degree of ∠C is ()","Step 1: We are given that ⊙O is the circumscribed circle of quadrilateral ABCD, and ∠O = 110°.  This means that the central angle subtended by arc AB is 110°.

Step 2: The inscribed angle theorem states that an inscribed angle is half the measure of the central angle that subtends the same arc.  In this case, ∠C is an inscribed angle subtending arc AB.

Step 3: Therefore, the measure of ∠C is half the measure of the central angle ∠O.  So, ∠C = 110°/2 = 55°.

Step 4: However, the question asks for the measure of ∠C, which is an inscribed angle.  The inscribed angle theorem states that the measure of an inscribed angle is half the measure of the central angle that subtends the same arc.  Since ∠O is the central angle subtending arc AB, and ∠C is the inscribed angle subtending arc AB, we have ∠C = 180° - ∠O/2 = 180° - 110°/2 = 180° - 55° = 125°.

†Answer: A",Answer: A,0,geometry problem solving
