,id,question,options,answer,solution,level,subject,image,model_answer,extraction,match
196,197,"The shaded area is equal to $\sqrt{3}$. What is the area of the triangle $A B C$?
<image1> A. $2 \sqrt{3}$ B. 2 C. 5 D. 6 E. $4 \sqrt{3}$","['$2 \\sqrt{3}$', '2', '5', '6', '$4 \\sqrt{3}$']",A,,5,metric geometry - area,images/197.jpg,"Step 1: The shaded area is an equilateral triangle with area $\sqrt{3}$.
Step 2: The area of an equilateral triangle with side length $s$ is given by $\frac{s^2\sqrt{3}}{4}$.
Step 3: Setting the area equal to $\sqrt{3}$, we have $\frac{s^2\sqrt{3}}{4} = \sqrt{3}$.
Step 4: Solving for $s^2$, we get $s^2 = 4$, so $s = 2$.
Step 5: The triangle ABC is a 30-60-90 triangle with hypotenuse AC of length 4 (twice the side length of the equilateral triangle).
Step 6: In a 30-60-90 triangle, the ratio of sides opposite to the angles 30, 60, and 90 degrees is 1:√3:2.
Step 7: Therefore, the side opposite the 60° angle (BC) is $2\sqrt{3}$.
Step 8: The area of triangle ABC is $\frac{1}{2} \times base \times height = \frac{1}{2} \times 4 \times 2\sqrt{3} = 4\sqrt{3}$.
†Answer: $4 \sqrt{3}$",Answer: $4 \sqrt{3}$,1
197,198,"The billiard ball meets the board under $45^{\circ}$ as shown. Which pocket will it fall into?
<image1> A. $A$ B. $B$ C. $C$ D. $D$ E. Neither of the pockets","['$A$', '$B$', '$C$', '$D$', 'Neither of the pockets']",C,,5,transformation geometry,images/198.jpg,"Step 1: The ball is reflected at a 45° angle.
Step 2: The ball's path after reflection is parallel to its initial path.
Step 3: The ball will not enter any corner pocket.
†Answer: Neither of the pockets",Answer: Neither of the pockets,1
198,199,"The segment $A E$ is divided into four equal parts and semicircles are drawn taking $A E, A D$ and $D E$ as diameters, creating two paths from $A$ to $E$ as shown. Determine the ratio of the length of the upper path to the length of the lower path.
<image1> A. $1: 2$ B. $2: 3$ C. $2: 1$ D. $3: 2$ E. $1: 1$","['$1: 2$', '$2: 3$', '$2: 1$', '$3: 2$', '$1: 1$']",E,,5,metric geometry - length,images/199.jpg,"Step 1: Let the length of AE be 4x. Then AB = BC = CD = DE = x.
Step 2: The radius of the semicircle with diameter AE is 2x. Its length is (1/2) * 2π * 2x = 2πx.
Step 3: The radius of the semicircle with diameter AD is (3/2)x. Its length is (1/2) * 2π * (3/2)x = (3/2)πx.
Step 4: The radius of the semicircle with diameter DE is (1/2)x. Its length is (1/2) * 2π * (1/2)x = (1/2)πx.
Step 5: The total length of the upper path is (3/2)πx + (1/2)πx = 2πx.
Step 6: The total length of the lower path is 2πx.
Step 7: The ratio of the length of the upper path to the length of the lower path is 2πx : 2πx = 1:1.

†Answer: 1:1",Answer: 1:1,0
199,200,"A mathematically skilled spider spins a cobweb and some of the strings have lengths as shown in the picture. If $x$ is an integer, determine the value of $x$.
<image1>",[],13,,5,metric geometry - length,images/200.jpg,"Step 1: According to the problem, the sum of the squares of the lengths of the three sides of the left triangle equals the square of the hypotenuse, i.e., \(x^2 + 5^2 = 9^2\).
Step 2: \(x^2 + 25 = 81\).
Step 3: \(x^2 = 81 - 25\).
Step 4: \(x^2 = 56\).
Step 5: \(x = \sqrt{56}\), which is not an integer.

Step 6: According to the problem, the sum of the squares of the lengths of the three sides of the right triangle equals the square of the hypotenuse, i.e., \(x^2 + 17^2 = 28^2\).
Step 7: \(x^2 + 289 = 784\).
Step 8: \(x^2 = 784 - 289\).
Step 9: \(x^2 = 495\).
Step 10: \(x = \sqrt{495}\), which is not an integer.

Step 11: According to the problem, the sum of the squares of the lengths of the three sides of the left triangle equals the square of the hypotenuse, i.e., \(x^2 + 5^2 = 10^2\).
Step 12: \(x^2 + 25 = 100\).
Step 13: \(x^2 = 100 - 25\).
Step 14: \(x^2 = 75\).
Step 15: \(x = \sqrt{75}\), which is not an integer.

Step 16: According to the problem, the sum of the squares of the lengths of the three sides of the right triangle equals the square of the hypotenuse, i.e., \(x^2 + 17^2 = 28^2\).
Step 17: \(x^2 + 289 = 784\).
Step 18: \(x^2 = 784 - 289\).
Step 19: \(x^2 = 495\).
Step 20: \(x = \sqrt{495}\), which is not an integer.

†Answer: No answer found",Answer: No answer found,1
200,201,"Two semicircles are drawn as shown in the figure. The chord $C D$, of length 4 , is parallel to the diameter $A B$ of the greater semicircle and touches the smaller semicircle. Then the area of the shaded region equals
<image1> A. $\pi$ B. $1.5 \pi$ C. $2 \pi$ D. $3 \pi$ E. Not enough data","['$\\pi$', '$1.5 \\pi$', '$2 \\pi$', '$3 \\pi$', 'Not enough data']",C,,5,metric geometry - area,images/201.jpg,"Step 1: Let the radius of the smaller semicircle be r. Then the diameter of the smaller semicircle is 2r.
Step 2: Since CD is parallel to AB and touches the smaller semicircle, the length of CD is 4, so the diameter of the smaller semicircle is also 4, hence r = 2.
Step 3: The radius of the larger semicircle is 2r = 4.
Step 4: The area of the larger semicircle is (1/2)π(4^2) = 8π.
Step 5: The area of the smaller semicircle is (1/2)π(2^2) = 2π.
Step 6: The area of the shaded region is the area of the larger semicircle minus the area of the smaller semicircle, which is 8π - 2π = 6π.
†Answer: 3\pi",Answer: 3\pi,1
201,202,"Which is the graph of the function $y=\sqrt{|(1+x)(1-|x|)|}$?
<image1> A. A B. B C. C D. D E. E","['A', 'B', 'C', 'D', 'E']",D,,4,analytic geometry,images/202.jpg,"Step 1: The function $y=\sqrt{|(1+x)(1-|x|)|}$ is an even function, so its graph is symmetric about the y-axis.
Step 2: When $x \geq 0$, the function simplifies to $y=\sqrt{(1+x)(1-x)}=\sqrt{1-x^2}$.
Step 3: When $x \geq 0$, $y=\sqrt{1-x^2}$ is defined in the interval $[0,1]$ and represents the upper half of a semicircle.
Step 4: When $x \leq 0$, the function simplifies to $y=\sqrt{(1-x)(1+x)}=\sqrt{1-x^2}$.
Step 5: When $x \leq 0$, $y=\sqrt{1-x^2}$ is defined in the interval $[-1,0]$ and represents the lower half of a semicircle.
Step 6: Combining the above analysis, the graph of the function $y=\sqrt{|(1+x)(1-|x|)|}$ is a semicircle centered at the origin with a radius of 1.
†Answer: A",Answer: A,1
202,203,"We see in the diagram at the right a piece of the graphic of the function
$$
f(x)=a x^{3}+b x^{2}+c x+d.
$$
What is the value of $b$?
<image1>",[],-2,,4,analytic geometry,images/203.jpg,"Step 1: From the graph, we know that at x = -1 and x = 1, the function f(x) has critical points, i.e., f'(-1) = 0 and f'(1) = 0.
Step 2: f'(x) = 3ax^2 + 2bx + c.
Step 3: f'(-1) = 3a(-1)^2 + 2b(-1) + c = 0, i.e., 3a - 2b + c = 0.
Step 4: f'(1) = 3a(1)^2 + 2b(1) + c = 0, i.e., 3a + 2b + c = 0.
Step 5: Subtracting the two equations, we get (3a + 2b + c) - (3a - 2b + c) = 0, i.e., 4b = 0.
Step 6: b = 0.
†Answer: 0",Answer: 0,1
203,204,"The digits of the sequence $123451234512345 \ldots$ fill the cells on a sheet of paper in a spiral-like manner beginning with the marked cell (see the figure). Which digit is written in the cell being 100 cells above the marked one?
<image1>",[],1,,5,algebra,images/204.jpg,"Step 1: The digits ""12345"" repeat in a cycle.
Step 2: The marked cell is the 1st cell, and the 100th cell above it is the 101st cell.
Step 3: 101 ÷ 5 = 20 remainder 1.
Step 4: The remainder is 1, so the 101st cell corresponds to the 1st digit in the cycle ""12345"".
†Answer: 1",Answer: 1,0
204,205,"Numbers 3,4 and two other unknown numbers are written in the cells of the $2 \times 2$ table. It is known that the sums of numbers in the rows are equal to 5 and 10, and the sum of numbers in one of the columns is equal to 9. The larger number of the two unknown ones is
<image1>",[],6,,5,algebra,images/205.jpg,"Step 1: Let the four numbers in the table be a, b, c, and d, where a and b are in the first row, and c and d are in the second row.
Step 2: According to the problem, a + b = 5 and c + d = 10.
Step 3: According to the problem, one column's sum is 9, so a + c = 9 or b + d = 9.
Step 4: Assume a + c = 9, then c = 9 - a.
Step 5: Substitute c = 9 - a into c + d = 10, we get (9 - a) + d = 10.
Step 6: d = 10 - (9 - a) = 1 + a.
Step 7: Substitute d = 1 + a into a + b = 5, we get a + b = 5.
Step 8: Since a + b = 5, b = 5 - a.
Step 9: Substitute b = 5 - a into b + d = 9, we get (5 - a) + (1 + a) = 9.
Step 10: 6 = 9, which is not true, so the assumption is incorrect.
Step 11: Assume b + d = 9, then d = 9 - b.
Step 12: Substitute d = 9 - b into c + d = 10, we get c + (9 - b) = 10.
Step 13: c = 10 - (9 - b) = 1 + b.
Step 14: Substitute c = 1 + b into a + c = 9, we get a + (1 + b) = 9.
Step 15: a + b = 8, which contradicts a + b = 5, so the assumption is incorrect.
Step 16: Reconsider the assumption, assume a + c = 9, then c = 9 - a.
Step 17: Substitute c = 9 - a into c + d = 10, we get (9 - a) + d = 10.
Step 18: d = 10 - (9 - a) = 1 + a.
Step 19: Substitute d = 1 + a into a + b = 5, we get a + b = 5.
Step 20: Since a + b = 5, b = 5 - a.
Step 21: Substitute b = 5 - a into b + d = 9, we get (5 - a) + (1 + a) = 9.
Step 22: 6 = 9, which is not true, so the assumption is incorrect.
Step 23: Assume b + d = 9, then d = 9 - b.
Step 24: Substitute d = 9 - b into c + d = 10, we get c + (9 - b) = 10.
Step 25: c = 10 - (9 - b) = 1 + b.
Step 26: Substitute c = 1 + b into a + c = 9, we get a + (1 + b) = 9.
Step 27: a + b = 8, which contradicts a + b = 5, so the assumption is incorrect.
Step 28: Reconsider the assumption, assume a + c = 9, then c = 9 - a.
Step 29: Substitute c = 9 - a into c + d = 10, we get (9 - a) + d = 10.
Step 30: d = 10 - (9 - a) = 1 + a.
Step 31: Substitute d = 1 + a into a + b = 5, we get a + b = 5.
Step 32: Since a + b = 5, b = 5 - a.
Step 33: Substitute b = 5 - a into b + d = 9, we get (5 - a) + (1 + a) = 9.
Step 34: 6 = 9, which is not true, so the assumption is incorrect.
Step 35: Assume b + d = 9, then d = 9 - b.
Step 36: Substitute d = 9 - b into c + d = 10, we get c + (9 - b) = 10.
Step 37: c = 10 - (9 - b) = 1 + b.
Step 38: Substitute c = 1 + b into a + c = 9, we get a + (1 + b) = 9.
Step 39: a + b = 8, which contradicts a + b = 5, so the assumption is incorrect.
†Answer: No answer found",Answer: No answer found,1
205,206,"A river starts at point $A$. As it flows the river splits into two. The first branch takes $\frac{2}{3}$ of the water and the second takes the rest. Later the first branch splits into three, one taking $\frac{1}{8}$ of the branch's water, the second $\frac{5}{8}$ and the third one the rest. Further down this last branch meets again a branch of the river. The map below shows the situation. What part of the original water flows at point $B$?
<image1> A. $\frac{1}{3}$ B. $\frac{5}{4}$ C. $\frac{2}{9}$ D. $\frac{1}{2}$ E. $\frac{1}{4}$","['$\\frac{1}{3}$', '$\\frac{5}{4}$', '$\\frac{2}{9}$', '$\\frac{1}{2}$', '$\\frac{1}{4}$']",D,,5,graph theory,images/206.jpg,"Step 1: The first branch takes $\frac{2}{3}$ of the water.
Step 2: The second branch takes $\frac{1}{3}$ of the water.
Step 3: The first sub-branch of the first branch takes $\frac{1}{8}$ of the water, which is $\frac{2}{3} \times \frac{1}{8} = \frac{2}{24} = \frac{1}{12}$ of the original water.
Step 4: The second sub-branch of the first branch takes $\frac{5}{8}$ of the water, which is $\frac{2}{3} \times \frac{5}{8} = \frac{10}{24} = \frac{5}{12}$ of the original water.
Step 5: The third sub-branch of the first branch takes the rest, which is $\frac{2}{3} - \frac{1}{12} - \frac{5}{12} = \frac{2}{3} - \frac{6}{12} = \frac{8}{12} - \frac{6}{12} = \frac{2}{12} = \frac{1}{6}$ of the original water.
Step 6: The water at point B is the sum of the water from the second sub-branch and the third sub-branch of the first branch, which is $\frac{5}{12} + \frac{1}{6} = \frac{5}{12} + \frac{2}{12} = \frac{7}{12}$ of the original water.
Step 7: The total water at point B is $\frac{7}{12} + \frac{1}{3} = \frac{7}{12} + \frac{4}{12} = \frac{11}{12}$ of the original water.
†Answer: \frac{11",Answer: \frac{11,1
206,207,"Given an isosceles triangle $A B C, C A=C B, A D=$ $=A C, D B=D C$ (see the fig.). Find the value of the angle $A C B$.
<image1> A. $98^{\circ}$ B. $100^{\circ}$ C. $104^{\circ}$ D. $108^{\circ}$ E. $110^{\circ}$","['$98^{\\circ}$', '$100^{\\circ}$', '$104^{\\circ}$', '$108^{\\circ}$', '$110^{\\circ}$']",D,,4,metric geometry - angle,images/207.jpg,"Step 1: Let $\angle A = x$. Since $CA = CB$, $\angle B = x$.
Step 2: Since $AD = AC$, $\angle ACD = x$.
Step 3: Since $DB = DC$, $\angle DBC = \angle DCB = x + x = 2x$.
Step 4: In $\triangle ABC$, $x + x + 3x = 180^\circ$.
Step 5: $5x = 180^\circ$, so $x = 36^\circ$.
Step 6: $\angle ACB = 3x = 3(36^\circ) = 108^\circ$.
†Answer: 108^\circ",Answer: 108^\circ,0
207,208,"The figure shows a circle with the diameter $A B$ and point $D$ on it. Find $d$.
<image1>",[],4,,4,analytic geometry,images/208.jpg,"Step 1: The diameter of the circle is AB, and the length of AB is 8 - (-2) = 10.
Step 2: The radius of the circle is half of the diameter, which is 10 / 2 = 5.
Step 3: The center of the circle is the midpoint of AB, which is ((-2 + 8) / 2, (0 + 0) / 2) = (3, 0).
Step 4: The distance from the center O to point D is the radius, which is 5.
Step 5: The coordinates of point D are (0, d), and the distance from the center O(3, 0) to D(0, d) is 5.
Step 6: According to the distance formula, \sqrt{(3 - 0)^2 + (0 - d)^2} = 5.
Step 7: \sqrt{9 + d^2} = 5.
Step 8: 9 + d^2 = 25.
Step 9: d^2 = 25 - 9.
Step 10: d^2 = 16.
Step 11: d = \sqrt{16}.
Step 12: d = 4.
†Answer: 4",Answer: 4,0
208,209,"Each of the cubes in the figure has the length of an edge equal to 1. What is the length of the segment $A B$?
<image1> A. $\sqrt{17}$ B. 7 C. $\sqrt{13}$ D. $\sqrt{7}$ E. $\sqrt{14}$","['$\\sqrt{17}$', '7', '$\\sqrt{13}$', '$\\sqrt{7}$', '$\\sqrt{14}$']",A,,3,solid geometry,images/209.jpg,"Step 1: Draw a line segment AC from point A to point C, where C is the point directly below B on the plane containing A, B, and the cubes.

Step 2: Observe that AC is the diagonal of a 2x2 square.  Using the Pythagorean theorem, AC² = 2² + 2² = 8. Therefore, AC = √8 = 2√2.

Step 3: Note that BC = 1 because it is the edge length of a cube.

Step 4: Apply the Pythagorean theorem to the right triangle ABC: AB² = AC² + BC² = (2√2)² + 1² = 8 + 1 = 9.

Step 5: Therefore, AB = √9 = 3.  However, this is not one of the options. Let's re-examine the problem.

Step 6:  Let's reconsider the coordinates.  Let A be at (0,0,0). Then B is at (2,2,1).  The distance AB is given by the 3D distance formula: AB = √((2-0)² + (2-0)² + (1-0)²) = √(4 + 4 + 1) = √9 = 3.  This is still not among the options.

Step 7: Let's reconsider the problem again.  The image shows a 3D structure.  Let's use the coordinates A(0,0,0) and B(2,2,1).  Then the distance is √((2-0)² + (2-0)² + (1-0)²) = √(4+4+1) = √9 = 3.  There must be a mistake in the provided solution.  Let's use the correct coordinates.

Step 8: Using the correct coordinates, A(0,0,0) and B(2,2,1), we have AB = √((2-0)² + (2-0)² + (1-0)²) = √(4+4+1) = √9 = 3.  This is not among the options.  There appears to be an error in the provided solution and/or options.

Step 9:  Let's re-examine the problem and the provided solution.  The solution incorrectly uses the Pythagorean theorem in 3D.  The correct approach is to use the distance formula in 3D.  The distance between A(0,0,0) and B(2,2,1) is √((2-0)² + (2-0)² + (1-0)²) = √9 = 3.  This is not among the options.  There is an error in the problem statement or the provided solution.

†Answer:  There is an error in the provided solution and/or options.  The correct length of AB is 3.",Answer:  There is an error in the provided solution and/or options.  The correct length of AB is 3.,1
209,210,"We take three points from the grid so that they were collinear. How many possibilities do we have?
<image1>",[],20,,5,combinatorics,images/210.jpg,"Step 1: There are 3 rows in the grid, each containing 4 points, so there are 3 sets of collinear points.
Step 2: There are 4 columns in the grid, each containing 3 points, so there are 4 sets of collinear points.
Step 3: There are 2 diagonals in the grid, each containing 4 points, so there are 2 sets of collinear points.
Step 4: There are a total of 3 + 4 + 2 = 9 sets of collinear points.
†Answer: 9",Answer: 9,1
210,211,"In the figure each asterisk stands for one digit. The sum of the digits of the product is equal to
<image1>",[],16,,5,algebra,images/211.jpg,"Step 1: According to the multiplication rules, the units digit of the first factor is 2, and the units digit of the second factor is 6. Therefore, the units digit of the product is 2.
Step 2: The tens digit of the second factor is 9, and the units digit of the first factor is 2. Therefore, the tens digit of the product is 8.
Step 3: The hundreds digit of the second factor is 2, and the units digit of the first factor is 2. Therefore, the hundreds digit of the product is 4.
Step 4: The thousands digit of the second factor is 1, and the units digit of the first factor is 2. Therefore, the thousands digit of the product is 2.
Step 5: The ten-thousands digit of the second factor is 1, and the units digit of the first factor is 2. Therefore, the ten-thousands digit of the product is 1.
Step 6: The sum of the digits of the product is 1 + 2 + 4 + 8 + 2 = 17.
†Answer: 17",Answer: 17,1
211,212,"A circle is inscribed in the triangle $A B C$ (see the figure), $A C=5, A B=6, B C=3$. The segment $E D$ is tangent to the circle. The perimeter of the triangle $A D E$ is
<image1>",[],8,,5,metric geometry - length,images/212.jpg,"Step 1: According to the tangent length theorem, BD = BF, CE = CG.
Step 2: Let BD = BF = x, CE = CG = y.
Step 3: Since AC = 5, AB = 6, BC = 3, we have x + y = 5, 6 - x = 3 - y.
Step 4: Solving the system of equations x + y = 5 and 6 - x = 3 - y, we get x = 2, y = 3.
Step 5: Since ED is tangent to the circle, ED = EG.
Step 6: The perimeter of triangle ADE is AD + DE + AE = AD + EG + AE = AC + AB - (BD + CE) = 5 + 6 - (2 + 3) = 6.
†Answer: 6",Answer: 6,1
